Time,RSteps,X,Y,Z
118.1803,0,-3172.721,-5686.859,1266.183
118.1603,0,-3172.689,-5686.849,1266.151
118.1403,0,-3172.665,-5686.841,1266.128
118.1203,0,-3172.614,-5686.825,1266.079
118.1003,0,-3172.59,-5686.817,1266.055
118.0803,0,-3172.567,-5686.81,1266.032
118.0603,0,-3172.543,-5686.802,1266.009
118.0403,0,-3172.52,-5686.795,1265.987
118.0203,0,-3172.483,-5686.783,1265.951
118.0003,0,-3172.46,-5686.776,1265.928
117.9803,0,-3172.431,-5686.767,1265.9
117.9603,0,-3172.405,-5686.758,1265.875
117.9403,0,-3172.374,-5686.749,1265.845
117.9203,0,-3172.358,-5686.744,1265.83
117.9004,0,-3172.358,-5686.744,1265.83
117.8804,0,-3172.358,-5686.744,1265.83
117.8604,0,-3172.358,-5686.744,1265.83
117.8404,0,-3172.358,-5686.744,1265.83
117.8204,0,-3172.358,-5686.744,1265.83
117.8004,0,-3172.358,-5686.744,1265.83
117.7804,0,-3172.358,-5686.744,1265.83
117.7604,0,-3172.358,-5686.744,1265.83
117.7404,0,-3172.358,-5686.744,1265.83
117.7204,0,-3172.358,-5686.744,1265.83
117.7004,0,-3172.358,-5686.744,1265.83
117.6804,0,-3172.332,-5686.735,1265.804
117.6604,0,-3172.308,-5686.728,1265.781
117.6404,0,-3172.283,-5686.719,1265.757
117.6204,0,-3172.253,-5686.709,1265.727
117.6004,0,-3172.228,-5686.701,1265.703
117.5804,0,-3172.202,-5686.692,1265.678
117.5604,0,-3172.176,-5686.684,1265.652
117.5404,0,-3172.123,-5686.667,1265.601
117.5204,0,-3172.099,-5686.659,1265.578
117.5004,0,-3172.076,-5686.651,1265.555
117.4804,0,-3172.043,-5686.641,1265.523
117.4604,0,-3172.043,-5686.641,1265.523
117.4404,0,-3172.019,-5686.632,1265.5
117.4204,0,-3171.985,-5686.622,1265.467
117.4004,0,-3171.946,-5686.608,1265.429
117.3804,0,-3171.92,-5686.6,1265.404
117.3604,0,-3171.896,-5686.592,1265.381
117.3404,0,-3171.864,-5686.582,1265.349
117.3204,0,-3171.84,-5686.574,1265.326
117.3005,0,-3171.79,-5686.557,1265.277
117.2805,0,-3171.767,-5686.55,1265.255
117.2605,0,-3171.743,-5686.542,1265.232
117.2405,0,-3171.719,-5686.534,1265.209
117.2205,0,-3171.686,-5686.523,1265.176
117.2005,0,-3171.663,-5686.516,1265.154
117.1805,0,-3171.64,-5686.508,1265.131
117.1605,0,-3171.615,-5686.5,1265.107
117.1405,1,-3171.566,-5686.484,1265.06
117.1205,1,-3171.543,-5686.476,1265.037
117.1005,1,-3171.519,-5686.468,1265.014
117.0805,1,-3171.491,-5686.459,1264.987
117.0605,1,-3171.465,-5686.451,1264.961
117.0405,1,-3171.438,-5686.442,1264.936
117.0205,1,-3171.415,-5686.434,1264.913
117.0005,1,-3171.386,-5686.425,1264.885
116.9805,1,-3171.383,-5686.424,1264.882
116.9605,1,-3171.356,-5686.413,1264.855
116.9405,1,-3171.325,-5686.399,1264.825
116.9205,1,-3171.3,-5686.389,1264.801
116.9005,1,-3171.276,-5686.379,1264.778
116.8805,1,-3171.251,-5686.368,1264.753
116.8605,1,-3171.227,-5686.358,1264.73
116.8405,1,-3171.201,-5686.347,1264.704
116.8205,1,-3171.177,-5686.337,1264.682
116.8005,1,-3171.144,-5686.323,1264.649
116.7805,1,-3171.121,-5686.313,1264.627
116.7605,1,-3171.095,-5686.302,1264.601
116.7405,1,-3171.063,-5686.289,1264.571
116.7206,1,-3171.015,-5686.269,1264.524
116.7006,1,-3170.99,-5686.258,1264.5
116.6806,1,-3170.99,-5686.258,1264.5
116.6606,1,-3170.967,-5686.248,1264.477
116.6406,1,-3170.933,-5686.234,1264.444
116.6206,1,-3170.877,-5686.21,1264.39
116.6006,1,-3170.854,-5686.2,1264.367
116.5806,1,-3170.831,-5686.19,1264.345
116.5606,1,-3170.808,-5686.181,1264.322
116.5406,1,-3170.778,-5686.168,1264.293
116.5206,1,-3170.755,-5686.158,1264.271
116.5006,1,-3170.728,-5686.147,1264.244
116.4806,1,-3170.702,-5686.136,1264.22
116.4606,1,-3170.679,-5686.126,1264.197
116.4406,1,-3170.654,-5686.115,1264.172
116.4206,1,-3170.631,-5686.106,1264.15
116.4006,1,-3170.576,-5686.083,1264.097
116.3806,1,-3170.554,-5686.073,1264.075
116.3606,1,-3170.531,-5686.063,1264.053
116.3406,1,-3170.509,-5686.054,1264.031
116.3206,1,-3170.484,-5686.043,1264.007
116.3006,1,-3170.461,-5686.034,1263.985
116.2806,1,-3170.438,-5686.024,1263.962
116.2606,1,-3170.413,-5686.014,1263.938
116.2406,1,-3170.389,-5686.005,1263.915
116.2206,1,-3170.367,-5685.996,1263.893
116.2006,1,-3170.342,-5685.986,1263.869
116.1806,1,-3170.318,-5685.977,1263.845
116.1606,1,-3170.295,-5685.967,1263.823
116.1406,1,-3170.272,-5685.958,1263.801
116.1207,1,-3170.22,-5685.938,1263.751
116.1007,1,-3170.198,-5685.929,1263.729
116.0807,1,-3170.175,-5685.919,1263.706
116.0607,2,-3170.152,-5685.91,1263.684
116.0407,2,-3170.129,-5685.901,1263.662
116.0207,2,-3170.104,-5685.891,1263.637
116.0007,2,-3170.08,-5685.882,1263.614
115.9807,2,-3170.049,-5685.87,1263.584
115.9607,2,-3170.021,-5685.858,1263.557
115.9407,2,-3169.991,-5685.846,1263.528
115.9207,2,-3169.945,-5685.828,1263.482
115.9007,2,-3169.922,-5685.818,1263.46
115.8807,2,-3169.899,-5685.81,1263.438
115.8607,2,-3169.87,-5685.798,1263.41
115.8407,2,-3169.846,-5685.789,1263.387
115.8207,2,-3169.819,-5685.777,1263.36
115.8007,2,-3169.792,-5685.767,1263.334
115.7807,2,-3169.765,-5685.756,1263.307
115.7607,2,-3169.742,-5685.747,1263.285
115.7407,2,-3169.718,-5685.737,1263.262
115.7207,2,-3169.688,-5685.726,1263.234
115.7007,2,-3169.666,-5685.717,1263.211
115.6807,2,-3169.616,-5685.697,1263.163
115.6607,2,-3169.589,-5685.686,1263.136
115.6407,2,-3169.566,-5685.677,1263.114
115.6207,2,-3169.539,-5685.666,1263.088
115.6007,2,-3169.515,-5685.657,1263.065
115.5807,2,-3169.483,-5685.644,1263.034
115.5607,2,-3169.46,-5685.635,1263.011
115.5407,2,-3169.435,-5685.625,1262.987
115.5208,2,-3169.433,-5685.624,1262.985
115.5008,2,-3169.385,-5685.607,1262.938
115.4808,2,-3169.361,-5685.6,1262.915
115.4608,2,-3169.337,-5685.592,1262.892
115.4408,2,-3169.308,-5685.582,1262.864
115.4208,2,-3169.282,-5685.573,1262.839
115.4008,2,-3169.258,-5685.565,1262.815
115.3808,2,-3169.234,-5685.557,1262.791
115.3608,2,-3169.211,-5685.549,1262.769
115.3408,2,-3169.186,-5685.541,1262.745
115.3208,2,-3169.163,-5685.533,1262.722
115.3008,2,-3169.13,-5685.521,1262.691
115.2808,2,-3169.101,-5685.512,1262.662
115.2608,2,-3169.051,-5685.495,1262.614
115.2408,2,-3169.027,-5685.486,1262.59
115.2208,2,-3169.004,-5685.479,1262.568
115.2008,2,-3168.981,-5685.471,1262.545
115.1808,2,-3168.956,-5685.462,1262.521
115.1608,2,-3168.918,-5685.45,1262.484
115.1408,2,-3168.892,-5685.441,1262.459
115.1208,2,-3168.867,-5685.432,1262.434
115.1008,2,-3168.841,-5685.423,1262.409
115.0808,2,-3168.818,-5685.416,1262.386
115.0608,2,-3168.793,-5685.407,1262.362
115.0408,2,-3168.764,-5685.397,1262.335
115.0208,2,-3168.739,-5685.389,1262.31
115.0008,2,-3168.692,-5685.373,1262.264
114.9808,2,-3168.667,-5685.364,1262.24
114.9608,2,-3168.644,-5685.356,1262.217
114.9408,2,-3168.618,-5685.348,1262.192
114.9209,2,-3168.594,-5685.34,1262.169
114.9009,2,-3168.563,-5685.33,1262.139
114.8809,2,-3168.539,-5685.321,1262.115
114.8609,2,-3168.512,-5685.313,1262.09
114.8409,2,-3168.489,-5685.305,1262.067
114.8209,2,-3168.487,-5685.304,1262.065
114.8009,2,-3168.487,-5685.304,1262.065
114.7809,2,-3168.487,-5685.304,1262.065
114.7609,2,-3168.487,-5685.304,1262.065
114.7409,2,-3168.487,-5685.304,1262.065
114.7209,2,-3168.487,-5685.304,1262.065
114.7009,2,-3168.487,-5685.304,1262.065
114.6809,2,-3168.487,-5685.304,1262.065
114.6609,2,-3168.487,-5685.304,1262.065
114.6409,2,-3168.487,-5685.304,1262.065
114.6209,2,-3168.487,-5685.304,1262.065
114.6009,2,-3168.487,-5685.304,1262.065
114.5809,2,-3168.487,-5685.304,1262.065
114.5609,2,-3168.487,-5685.304,1262.065
114.5409,2,-3168.487,-5685.304,1262.065
114.5209,2,-3168.487,-5685.304,1262.065
114.5009,2,-3168.487,-5685.304,1262.065
114.4809,2,-3168.487,-5685.304,1262.065
114.4609,2,-3168.487,-5685.304,1262.065
114.4409,2,-3168.487,-5685.304,1262.065
114.4209,2,-3168.487,-5685.304,1262.065
114.4009,2,-3168.487,-5685.304,1262.065
114.3809,2,-3168.462,-5685.293,1262.041
114.3609,2,-3168.439,-5685.283,1262.019
114.341,2,-3168.386,-5685.26,1261.967
114.321,2,-3168.362,-5685.25,1261.944
114.301,2,-3168.339,-5685.24,1261.921
114.281,2,-3168.312,-5685.228,1261.895
114.261,2,-3168.283,-5685.215,1261.867
114.241,2,-3168.283,-5685.215,1261.867
114.221,2,-3168.251,-5685.202,1261.836
114.201,2,-3168.219,-5685.188,1261.805
114.181,2,-3168.18,-5685.171,1261.767
114.161,2,-3168.15,-5685.158,1261.738
114.141,2,-3168.123,-5685.146,1261.711
114.121,2,-3168.098,-5685.135,1261.687
114.101,2,-3168.071,-5685.124,1261.66
114.081,2,-3168.042,-5685.111,1261.632
114.061,2,-3168.016,-5685.1,1261.607
114.041,2,-3167.991,-5685.089,1261.583
114.021,2,-3167.967,-5685.079,1261.56
114.001,2,-3167.942,-5685.068,1261.535
113.981,2,-3167.913,-5685.055,1261.507
113.961,2,-3167.889,-5685.045,1261.483
113.941,2,-3167.859,-5685.032,1261.454
113.921,2,-3167.81,-5685.011,1261.407
113.901,2,-3167.785,-5685,1261.383
113.881,2,-3167.762,-5684.99,1261.36
113.861,2,-3167.739,-5684.98,1261.338
113.841,2,-3167.711,-5684.968,1261.311
113.821,3,-3167.686,-5684.957,1261.286
113.801,3,-3167.657,-5684.945,1261.258
113.781,3,-3167.655,-5684.944,1261.256
113.761,3,-3167.628,-5684.932,1261.23
113.7411,3,-3167.603,-5684.921,1261.205
113.7211,3,-3167.58,-5684.911,1261.183
113.7011,3,-3167.557,-5684.901,1261.161
113.6811,3,-3167.533,-5684.891,1261.137
113.6611,3,-3167.479,-5684.867,1261.085
113.6411,3,-3167.457,-5684.857,1261.063
113.6211,3,-3167.434,-5684.848,1261.041
113.6011,3,-3167.411,-5684.837,1261.019
113.5811,3,-3167.389,-5684.828,1260.997
113.5611,3,-3167.364,-5684.817,1260.973
113.5411,3,-3167.341,-5684.807,1260.951
113.5211,3,-3167.286,-5684.783,1260.897
113.5011,3,-3167.263,-5684.773,1260.875
113.4811,3,-3167.24,-5684.763,1260.853
113.4611,3,-3167.218,-5684.753,1260.831
113.4411,3,-3167.191,-5684.742,1260.805
113.4211,3,-3167.168,-5684.731,1260.783
113.4011,3,-3167.144,-5684.721,1260.759
113.3811,3,-3167.116,-5684.709,1260.732
113.3611,3,-3167.093,-5684.699,1260.709
113.3411,3,-3167.042,-5684.676,1260.66
113.3211,3,-3167.018,-5684.666,1260.636
113.3011,3,-3166.995,-5684.656,1260.614
113.2811,3,-3166.971,-5684.646,1260.591
113.2611,3,-3166.948,-5684.636,1260.568
113.2411,3,-3166.916,-5684.622,1260.537
113.2211,3,-3166.886,-5684.608,1260.508
113.2011,3,-3166.86,-5684.597,1260.483
113.1811,3,-3166.837,-5684.587,1260.461
113.1611,3,-3166.814,-5684.577,1260.438
113.1412,3,-3166.787,-5684.565,1260.412
113.1212,3,-3166.755,-5684.551,1260.381
113.1012,3,-3166.738,-5684.544,1260.364
113.0812,3,-3166.738,-5684.544,1260.364
113.0612,3,-3166.738,-5684.544,1260.364
113.0412,3,-3166.738,-5684.544,1260.364
113.0212,3,-3166.738,-5684.544,1260.364
113.0012,3,-3166.738,-5684.544,1260.364
112.9812,3,-3166.738,-5684.544,1260.364
112.9612,3,-3166.738,-5684.544,1260.364
112.9412,3,-3166.738,-5684.544,1260.364
112.9212,3,-3166.738,-5684.544,1260.364
112.9012,3,-3166.738,-5684.544,1260.364
112.8812,3,-3166.738,-5684.544,1260.364
112.8612,3,-3166.738,-5684.544,1260.364
112.8412,3,-3166.738,-5684.544,1260.364
112.8212,3,-3166.738,-5684.544,1260.364
112.8012,3,-3166.738,-5684.544,1260.364
112.7812,3,-3166.738,-5684.544,1260.364
112.7612,3,-3166.738,-5684.544,1260.364
112.7412,3,-3166.738,-5684.544,1260.364
112.7212,3,-3166.738,-5684.544,1260.364
112.7012,3,-3166.738,-5684.544,1260.364
112.6812,3,-3166.738,-5684.544,1260.364
112.6612,3,-3166.738,-5684.544,1260.364
112.6412,3,-3166.738,-5684.544,1260.364
112.6212,3,-3166.738,-5684.544,1260.364
112.6012,3,-3166.738,-5684.544,1260.364
112.5812,3,-3166.738,-5684.544,1260.364
112.5612,3,-3166.738,-5684.544,1260.364
112.5413,3,-3166.738,-5684.544,1260.364
112.5213,3,-3166.738,-5684.544,1260.364
112.5013,3,-3166.738,-5684.544,1260.364
112.4813,3,-3166.738,-5684.544,1260.364
112.4613,3,-3166.738,-5684.544,1260.364
112.4413,3,-3166.738,-5684.544,1260.364
112.4213,3,-3166.738,-5684.544,1260.364
112.4013,3,-3166.738,-5684.544,1260.364
112.3813,3,-3166.738,-5684.544,1260.364
112.3613,3,-3166.738,-5684.544,1260.364
112.3413,3,-3166.738,-5684.544,1260.364
112.3213,3,-3166.738,-5684.544,1260.364
112.3013,3,-3166.738,-5684.544,1260.364
112.2813,3,-3166.738,-5684.544,1260.364
112.2613,3,-3166.738,-5684.544,1260.364
112.2413,3,-3166.738,-5684.544,1260.364
112.2213,3,-3166.738,-5684.544,1260.364
112.2013,3,-3166.738,-5684.544,1260.364
112.1813,3,-3166.738,-5684.544,1260.364
112.1613,3,-3166.738,-5684.544,1260.364
112.1413,3,-3166.738,-5684.544,1260.364
112.1213,3,-3166.738,-5684.544,1260.364
112.1013,3,-3166.738,-5684.544,1260.364
112.0813,3,-3166.738,-5684.544,1260.364
112.0613,3,-3166.738,-5684.544,1260.364
112.0413,3,-3166.738,-5684.544,1260.364
112.0213,3,-3166.738,-5684.544,1260.364
112.0013,3,-3166.738,-5684.544,1260.364
111.9813,3,-3166.738,-5684.544,1260.364
111.9613,3,-3166.738,-5684.544,1260.364
111.9414,3,-3166.738,-5684.544,1260.364
111.9214,3,-3166.738,-5684.544,1260.364
111.9014,3,-3166.738,-5684.544,1260.364
111.8814,3,-3166.738,-5684.544,1260.364
111.8614,3,-3166.738,-5684.544,1260.364
111.8414,3,-3166.738,-5684.544,1260.364
111.8214,3,-3166.738,-5684.544,1260.364
111.8014,3,-3166.738,-5684.544,1260.364
111.7814,3,-3166.738,-5684.544,1260.364
111.7614,3,-3166.738,-5684.544,1260.364
111.7414,3,-3166.738,-5684.544,1260.364
111.7214,3,-3166.738,-5684.544,1260.364
111.7014,3,-3166.738,-5684.544,1260.364
111.6814,3,-3166.738,-5684.544,1260.364
111.6614,3,-3166.738,-5684.544,1260.364
111.6414,3,-3166.738,-5684.544,1260.364
111.6214,3,-3166.738,-5684.544,1260.364
111.6014,3,-3166.738,-5684.544,1260.364
111.5814,3,-3166.738,-5684.544,1260.364
111.5614,3,-3166.738,-5684.544,1260.364
111.5414,3,-3166.738,-5684.544,1260.364
111.5214,3,-3166.738,-5684.544,1260.364
111.5014,3,-3166.738,-5684.544,1260.364
111.4814,3,-3166.738,-5684.544,1260.364
111.4614,3,-3166.738,-5684.544,1260.364
111.4414,3,-3166.738,-5684.544,1260.364
111.4214,3,-3166.738,-5684.544,1260.364
111.4014,3,-3166.738,-5684.544,1260.364
111.3814,3,-3166.738,-5684.544,1260.364
111.3615,3,-3166.738,-5684.544,1260.364
111.3415,3,-3166.738,-5684.544,1260.364
111.3215,3,-3166.738,-5684.544,1260.364
111.3015,3,-3166.738,-5684.544,1260.364
111.2815,3,-3166.738,-5684.544,1260.364
111.2615,3,-3166.738,-5684.544,1260.364
111.2415,3,-3166.738,-5684.544,1260.364
111.2215,3,-3166.738,-5684.544,1260.364
111.2015,3,-3166.738,-5684.544,1260.364
111.1815,3,-3166.738,-5684.544,1260.364
111.1615,3,-3166.738,-5684.544,1260.364
111.1415,3,-3166.738,-5684.544,1260.364
111.1215,3,-3166.738,-5684.544,1260.364
111.1015,3,-3166.738,-5684.544,1260.364
111.0815,3,-3166.738,-5684.544,1260.364
111.0615,3,-3166.738,-5684.544,1260.364
111.0415,3,-3166.738,-5684.544,1260.364
111.0215,3,-3166.738,-5684.544,1260.364
111.0015,3,-3166.738,-5684.544,1260.364
110.9815,3,-3166.738,-5684.544,1260.364
110.9615,3,-3166.738,-5684.544,1260.364
110.9415,3,-3166.738,-5684.544,1260.364
110.9215,3,-3166.738,-5684.544,1260.364
110.9015,3,-3166.738,-5684.544,1260.364
110.8815,3,-3166.738,-5684.544,1260.364
110.8615,3,-3166.738,-5684.544,1260.364
110.8415,3,-3166.738,-5684.544,1260.364
110.8215,3,-3166.738,-5684.544,1260.364
110.8015,3,-3166.738,-5684.544,1260.364
110.7815,3,-3166.738,-5684.544,1260.364
110.7616,3,-3166.738,-5684.544,1260.364
110.7416,3,-3166.738,-5684.544,1260.364
110.7216,3,-3166.738,-5684.544,1260.364
110.7016,3,-3166.738,-5684.544,1260.364
110.6816,3,-3166.738,-5684.544,1260.364
110.6616,3,-3166.738,-5684.544,1260.364
110.6416,3,-3166.738,-5684.544,1260.364
110.6216,3,-3166.738,-5684.544,1260.364
110.6016,3,-3166.738,-5684.544,1260.364
110.5816,3,-3166.738,-5684.544,1260.364
110.5616,3,-3166.738,-5684.544,1260.364
110.5416,3,-3166.738,-5684.544,1260.364
110.5216,3,-3166.738,-5684.544,1260.364
110.5016,3,-3166.738,-5684.544,1260.364
110.4816,3,-3166.738,-5684.544,1260.364
110.4616,3,-3166.738,-5684.544,1260.364
110.4416,3,-3166.738,-5684.544,1260.364
110.4216,3,-3166.738,-5684.544,1260.364
110.4016,3,-3166.738,-5684.544,1260.364
110.3816,3,-3166.738,-5684.544,1260.364
110.3616,3,-3166.738,-5684.544,1260.364
110.3416,3,-3166.738,-5684.544,1260.364
110.3216,3,-3166.738,-5684.544,1260.364
110.3016,3,-3166.738,-5684.544,1260.364
110.2816,3,-3166.738,-5684.544,1260.364
110.2616,3,-3166.738,-5684.544,1260.364
110.2416,3,-3166.738,-5684.544,1260.364
110.2216,3,-3166.738,-5684.544,1260.364
110.2016,3,-3166.738,-5684.544,1260.364
110.1816,3,-3166.738,-5684.544,1260.364
110.1617,3,-3166.738,-5684.544,1260.364
110.1417,3,-3166.738,-5684.544,1260.364
110.1217,3,-3166.738,-5684.544,1260.364
110.1017,3,-3166.738,-5684.544,1260.364
110.0817,3,-3166.738,-5684.544,1260.364
110.0617,3,-3166.738,-5684.544,1260.364
110.0417,3,-3166.738,-5684.544,1260.364
110.0217,3,-3166.738,-5684.544,1260.364
110.0017,3,-3166.738,-5684.544,1260.364
109.9817,3,-3166.738,-5684.544,1260.364
109.9617,3,-3166.738,-5684.544,1260.364
109.9417,3,-3166.738,-5684.544,1260.364
109.9217,3,-3166.738,-5684.544,1260.364
109.9017,3,-3166.738,-5684.544,1260.364
109.8817,3,-3166.738,-5684.544,1260.364
109.8617,3,-3166.738,-5684.544,1260.364
109.8417,3,-3166.738,-5684.544,1260.364
109.8217,3,-3166.738,-5684.544,1260.364
109.8017,3,-3166.738,-5684.544,1260.364
109.7817,3,-3166.738,-5684.544,1260.364
109.7617,3,-3166.738,-5684.544,1260.364
109.7417,3,-3166.738,-5684.544,1260.364
109.7217,3,-3166.738,-5684.544,1260.364
109.7017,3,-3166.738,-5684.544,1260.364
109.6817,3,-3166.738,-5684.544,1260.364
109.6617,3,-3166.738,-5684.544,1260.364
109.6417,3,-3166.738,-5684.544,1260.364
109.6217,3,-3166.738,-5684.544,1260.364
109.6017,3,-3166.738,-5684.544,1260.364
109.5817,3,-3166.738,-5684.544,1260.364
109.5618,3,-3166.738,-5684.544,1260.364
109.5418,3,-3166.738,-5684.544,1260.364
109.5218,3,-3166.738,-5684.544,1260.364
109.5018,3,-3166.738,-5684.544,1260.364
109.4818,3,-3166.738,-5684.544,1260.364
109.4618,3,-3166.738,-5684.544,1260.364
109.4418,3,-3166.738,-5684.544,1260.364
109.4218,3,-3166.738,-5684.544,1260.364
109.4018,3,-3166.738,-5684.544,1260.364
109.3818,3,-3166.738,-5684.544,1260.364
109.3618,3,-3166.738,-5684.544,1260.364
109.3418,3,-3166.738,-5684.544,1260.364
109.3218,3,-3166.738,-5684.544,1260.364
109.3018,3,-3166.738,-5684.544,1260.364
109.2818,3,-3166.738,-5684.544,1260.364
109.2618,3,-3166.738,-5684.544,1260.364
109.2418,3,-3166.738,-5684.544,1260.364
109.2218,3,-3166.738,-5684.544,1260.364
109.2018,3,-3166.738,-5684.544,1260.364
109.1818,3,-3166.713,-5684.533,1260.34
109.1618,3,-3166.69,-5684.523,1260.317
109.1418,3,-3166.667,-5684.513,1260.295
109.1218,3,-3166.641,-5684.502,1260.27
109.1018,3,-3166.609,-5684.488,1260.239
109.0818,3,-3166.583,-5684.477,1260.213
109.0618,3,-3166.531,-5684.455,1260.163
109.0418,3,-3166.507,-5684.444,1260.14
109.0218,3,-3166.484,-5684.434,1260.118
109.0018,3,-3166.457,-5684.422,1260.091
108.9818,3,-3166.431,-5684.411,1260.066
108.9619,3,-3166.401,-5684.398,1260.037
108.9419,3,-3166.374,-5684.386,1260.01
108.9219,3,-3166.351,-5684.376,1259.988
108.9019,3,-3166.325,-5684.365,1259.963
108.8819,3,-3166.298,-5684.354,1259.937
108.8619,3,-3166.276,-5684.344,1259.915
108.8419,3,-3166.252,-5684.333,1259.892
108.8219,3,-3166.22,-5684.319,1259.86
108.8019,3,-3166.196,-5684.31,1259.838
108.7819,3,-3166.146,-5684.288,1259.789
108.7619,3,-3166.123,-5684.278,1259.766
108.7419,3,-3166.1,-5684.268,1259.744
108.7219,3,-3166.077,-5684.258,1259.722
108.7019,3,-3166.05,-5684.246,1259.696
108.6819,3,-3166.028,-5684.236,1259.674
108.6619,3,-3166.005,-5684.227,1259.651
108.6419,3,-3165.958,-5684.206,1259.606
108.6219,3,-3165.935,-5684.196,1259.583
108.6019,3,-3165.912,-5684.187,1259.561
108.5819,4,-3165.906,-5684.184,1259.555
108.5619,4,-3165.906,-5684.184,1259.555
108.5419,4,-3165.883,-5684.176,1259.533
108.5219,4,-3165.836,-5684.16,1259.488
108.5019,4,-3165.813,-5684.152,1259.465
108.4819,4,-3165.789,-5684.144,1259.441
108.4619,4,-3165.766,-5684.136,1259.419
108.4419,4,-3165.742,-5684.128,1259.396
108.4219,4,-3165.713,-5684.118,1259.368
108.4019,4,-3165.689,-5684.11,1259.345
108.382,4,-3165.643,-5684.094,1259.3
108.362,4,-3165.619,-5684.086,1259.277
108.342,4,-3165.596,-5684.079,1259.254
