Time,RSteps,X,Y,Z
120,0,308,4399,85,232,26
119.98,0,308,4399,85,232,26
119.96,0,308,4399,85,232,26
119.94,0,308,4399,85,232,26
119.92,0,308,4399,85,232,26
119.9,0,308,4399,85,232,26
119.88,0,308,4399,85,232,26
119.86,0,308,4399,85,232,26
119.84,0,308,4399,85,232,26
119.82,0,308,4399,85,232,26
119.8,0,308,4399,85,232,26
119.78,0,308,4399,85,232,26
119.76,0,308,4399,85,232,26
119.74,0,308,4399,85,232,26
119.72,0,308,4399,85,232,26
119.7001,0,308,4399,85,232,26
119.6801,0,308,4399,85,232,26
119.6601,0,308,4399,85,232,26
119.6401,0,308,4399,85,232,26
119.6201,0,308,4399,85,232,26
119.6001,0,308,4399,85,232,26
119.5801,0,308,4399,85,232,26
119.5601,0,308,4399,85,232,26
119.5401,0,308,4399,85,232,26
119.5201,0,308,4399,85,232,26
119.5001,0,308,4399,85,232,26
119.4801,0,308,4399,85,232,26
119.4601,0,308,4399,85,232,26
119.4401,0,308,4399,85,232,26
119.4201,0,308,4399,85,232,26
119.4001,0,308,4399,85,232,26
119.3801,0,308,4399,85,232,26
119.3601,0,308,4399,85,232,26
119.3401,0,308,4399,85,232,26
119.3201,0,308,4399,85,232,26
119.3001,0,308,4399,85,232,26
119.2801,0,308,4399,85,232,26
119.2601,0,308,4399,85,232,26
119.2401,0,308,4399,85,232,26
119.2201,0,308,4399,85,232,26
119.2001,0,308,4399,85,232,26
119.1801,0,308,4399,85,232,26
119.1601,0,308,4399,85,232,26
119.1401,0,308,4399,85,232,26
119.1201,0,308,4399,85,232,26
119.1002,0,308,4399,85,232,26
119.0802,0,308,4399,85,232,26
119.0602,0,308,4399,85,232,26
119.0402,0,308,4399,85,232,26
119.0202,0,308,4399,85,232,26
119.0002,0,308,4399,85,232,26
118.9802,0,308,4399,85,232,26
118.9602,0,308,4399,85,232,26
118.9402,0,308,4399,85,232,26
118.9202,0,308,4399,85,232,26
118.9002,0,308,4399,85,232,26
118.8802,0,308,4399,85,232,26
118.8602,0,308,4399,85,232,26
118.8402,0,308,4399,85,232,26
118.8202,0,308,4399,85,232,26
118.8002,0,308,4399,85,232,26
118.7802,0,308,4399,85,232,26
118.7602,0,308,4399,85,232,26
118.7402,0,308,4399,85,232,26
118.7202,0,308,4399,85,232,26
118.7002,0,308,4399,85,232,26
118.6802,0,308,4399,85,232,26
118.6602,0,308,4399,85,232,26
118.6402,0,308,4399,85,232,26
118.6202,0,308,4399,85,232,26
118.6002,0,308,4399,85,232,26
118.5802,0,308,4399,85,232,26
118.5602,0,308,4399,85,232,26
118.5402,0,308,4399,85,232,26
118.5202,0,308,4399,85,232,26
118.5003,0,308,4399,85,232,26
118.4803,0,308,4399,85,232,26
118.4603,0,308,4399,85,232,26
118.4403,0,308,4399,85,232,26
118.4203,0,308,4399,85,232,26
118.4003,0,308,4399,85,232,26
118.3803,0,308,4399,85,232,26
118.3603,0,308,4399,85,232,26
118.3403,0,308,4399,85,232,26
118.3203,0,308,4399,85,232,26
118.3003,0,308,4399,85,232,26
118.2803,0,308,4399,85,232,26
118.2603,1,308,4399,85,232,26
118.2403,1,308,4399,85,232,26
118.2203,1,308,4399,85,232,26
118.2003,1,309,397,84,81006,232,3451
118.1803,1,309,397,84,81006,232,3451
118.1603,1,309,397,84,81006,232,3451
118.1403,1,309,397,84,81006,232,3451
118.1203,1,309,397,84,81006,232,3451
118.1003,1,309,397,84,81006,232,3451
118.0803,1,309,397,84,81006,232,3451
118.0603,1,309,397,84,81006,232,3451
118.0403,1,309,397,84,81006,232,3451
118.0203,1,309,397,84,81006,232,3451
118.0003,1,309,397,84,81006,232,3451
117.9803,1,309,397,84,81006,232,3451
117.9603,1,309,397,84,81006,232,3451
117.9403,1,309,397,84,81006,232,3451
117.9203,1,309,397,84,81006,232,3451
117.9004,1,309,397,84,81006,232,3451
117.8804,1,309,397,84,81006,232,3451
117.8604,1,309,397,84,81006,232,3451
117.8404,1,309,397,84,81006,232,3451
117.8204,1,309,397,84,81006,232,3451
117.8004,1,309,397,84,81006,232,3451
117.7804,1,309,397,84,81006,232,3451
117.7604,1,309,397,84,81006,232,3451
117.7404,1,309,397,84,81006,232,3451
117.7204,1,309,397,84,81006,232,3451
117.7004,1,309,397,84,81006,232,3451
117.6804,1,309,397,84,81006,232,3451
117.6604,1,309,397,84,81006,232,3451
117.6404,1,309,397,84,81006,232,3451
117.6204,1,309,397,84,81006,232,3451
117.6004,1,309,397,84,81006,232,3451
117.5804,1,309,397,84,81006,232,3451
117.5604,1,309,397,84,81006,232,3451
117.5404,1,309,397,84,81006,232,3451
117.5204,1,309,397,84,81006,232,3451
117.5004,1,309,397,84,81006,232,3451
117.4804,1,309,397,84,81006,232,3451
117.4604,1,309,397,84,81006,232,3451
117.4404,1,309,397,84,81006,232,3451
117.4204,1,309,397,84,81006,232,3451
117.4004,1,309,397,84,81006,232,3451
117.3804,1,309,397,84,81006,232,3451
